pk,type,borrow_fee,create_time,borrow_time,member_fk
2525,2,2934.89,2022-09-17 05:20:48,4,962
2526,2,8999.28,2022-11-10 09:19:30,4,686
2527,2,5414.15,2023-09-24 10:39:05,3,429
2528,2,1195.74,2023-09-07 15:33:39,4,324
2529,2,536.28,2023-04-25 18:58:31,3,166
2530,2,7217.20,2023-07-19 14:44:16,2,127
2531,2,844.57,2023-04-13 10:45:19,2,208
2532,2,1821.01,2023-05-15 03:36:30,7,118
2533,2,545.39,2024-01-01 19:29:43,7,28
2534,2,8966.13,2023-01-04 10:19:01,5,75
2535,2,7818.05,2022-11-03 17:37:23,2,214
2536,2,2914.89,2023-04-20 21:48:54,2,338
2537,2,9343.96,2023-03-27 01:44:34,3,511
2538,2,7536.72,2023-10-11 04:28:00,5,555
2539,2,1246.15,2023-12-29 17:35:37,3,714
2540,2,4058.97,2023-01-28 20:29:04,10,384
2541,2,3322.12,2023-03-12 12:59:38,2,45
2542,2,4175.30,2022-11-18 16:23:04,2,189
2543,2,2525.12,2022-12-08 01:37:25,2,794
2544,1,6248.91,2023-02-23 02:35:32,1,922
2545,2,7370.71,2023-12-04 13:48:57,4,979
2546,2,7445.10,2023-02-14 08:15:21,3,3
2547,2,8069.07,2022-12-17 19:00:06,3,440
2548,2,8339.96,2022-12-28 14:52:48,6,196
2549,2,1670.36,2023-06-10 14:28:17,2,151
2550,1,889.22,2023-07-26 12:43:40,1,837
2551,2,3702.24,2024-01-10 10:53:17,5,807
2552,2,4450.53,2023-11-05 09:02:47,3,910
2553,2,2711.32,2023-09-25 16:23:59,3,335
2554,2,4745.83,2023-10-19 14:26:58,3,23
2555,2,9564.16,2023-10-03 09:51:35,7,29
2556,2,8547.10,2022-09-27 06:29:40,6,224
2557,1,5896.25,2022-10-26 21:36:26,1,507
2558,1,6933.24,2022-10-27 06:39:22,1,383
2559,2,3348.64,2023-06-30 16:00:49,3,976
2560,2,6942.08,2023-04-13 11:23:55,6,692
2561,2,554.24,2022-12-01 19:21:59,2,292
2562,2,1238.25,2023-07-25 12:15:37,5,699
2563,2,2848.48,2022-09-17 10:45:06,2,782
2564,2,3333.04,2022-09-25 09:31:08,2,121
2565,1,364.15,2023-04-09 15:23:34,1,502
2566,2,144.31,2023-02-11 10:55:33,4,467
2567,2,3942.48,2023-10-19 16:04:24,4,23
2568,2,549.93,2023-05-24 11:11:27,3,251
2569,2,6038.26,2023-08-20 04:01:24,5,369
2570,2,8783.41,2023-03-26 05:02:41,4,486
2571,2,9901.79,2022-08-27 13:44:16,2,997
2572,2,5004.34,2023-07-01 00:58:58,7,612
2573,2,2721.04,2023-01-16 18:53:20,4,879
2574,2,9275.91,2024-01-10 07:05:14,2,380
2575,2,5552.73,2023-06-20 02:33:19,3,326
2576,2,7972.96,2022-10-03 06:44:57,3,649
2577,2,3420.20,2023-07-11 21:54:12,5,907
2578,2,2481.67,2023-05-30 04:11:35,3,140
2579,2,821.30,2024-01-12 22:32:19,2,88
2580,2,7897.86,2022-08-16 20:48:20,3,666
2581,2,4827.65,2022-12-14 18:03:39,3,603
2582,2,2746.96,2023-05-22 02:15:57,4,445
2583,2,3256.07,2023-02-18 03:35:08,4,171
2584,2,4017.86,2023-06-21 00:48:10,5,551
2585,2,6583.19,2022-12-16 21:06:03,2,894
2586,2,1340.03,2023-06-04 20:24:04,4,596
2587,2,990.88,2023-04-01 03:13:38,7,709
2588,2,2652.19,2022-11-19 15:44:40,2,548
2589,2,532.67,2023-11-04 00:12:09,4,50
2590,2,7371.10,2022-08-16 08:52:03,2,716
2591,2,9479.15,2023-09-07 17:44:19,5,572
2592,2,5491.05,2022-09-13 17:12:33,7,153
2593,2,6862.66,2022-10-26 00:47:35,4,94
2594,1,9337.89,2022-09-15 10:31:14,1,466
2595,1,374.55,2023-10-20 14:40:21,1,420
2596,2,1111.34,2024-01-11 20:42:51,3,826
2597,2,2927.80,2022-08-16 06:12:19,2,52
2598,2,4772.33,2022-10-17 00:25:44,3,253
2599,2,4831.20,2023-12-28 15:11:43,3,174
2600,2,525.01,2023-06-28 05:26:00,2,990
2601,2,6639.62,2024-01-19 04:04:00,2,485
2602,2,7128.02,2023-02-17 20:55:42,3,516
2603,2,1768.02,2023-12-19 09:02:09,6,98
2604,1,9139.65,2023-01-14 13:22:23,1,474
2605,2,7979.08,2023-10-26 17:24:08,5,23
2606,2,3815.34,2023-03-01 16:05:18,2,583
2607,2,8933.15,2022-10-23 18:21:39,6,408
2608,2,199.52,2023-03-07 19:27:38,3,514
2609,2,4210.22,2022-11-25 03:46:38,3,189
2610,2,3959.90,2024-01-01 08:25:55,3,255
2611,1,9042.14,2023-08-21 23:35:14,1,616
2612,2,4405.27,2023-04-08 21:52:51,4,756
2613,2,8338.54,2023-01-08 19:12:55,2,311
2614,2,334.80,2023-02-27 16:23:31,5,63
2615,2,81.65,2023-06-26 15:55:31,4,579
2616,2,3725.88,2023-07-17 22:42:05,6,907
2617,2,5548.13,2022-09-23 00:11:23,4,99
2618,2,5854.79,2023-11-27 14:38:17,4,768
2619,2,4123.60,2023-06-17 11:59:27,6,70
2620,2,6119.89,2023-03-14 12:51:18,3,77
2621,2,7620.32,2023-12-26 20:40:10,7,98
2622,1,845.31,2023-05-25 01:41:18,1,646
2623,2,6125.82,2022-09-25 02:01:18,3,806
2624,2,2611.27,2023-08-05 02:02:09,3,996
2625,2,3658.99,2023-11-18 06:14:51,5,50
2626,2,5022.75,2022-08-22 14:05:20,3,888
2627,2,4816.87,2023-01-03 17:28:40,5,451
2628,2,3970.81,2023-08-12 05:31:37,6,367
2629,2,517.50,2022-09-27 14:37:10,3,11
2630,2,5433.02,2022-12-12 16:13:27,6,881
2631,2,8719.73,2022-11-09 00:15:20,4,331
2632,2,2107.71,2024-01-11 05:09:18,4,56
2633,2,6807.46,2023-03-26 02:21:50,2,761
2634,2,7481.73,2023-11-22 08:09:11,4,71
2635,2,6605.66,2022-11-12 12:07:01,2,154
2636,2,6882.86,2023-08-21 10:28:24,6,680
2637,1,9946.74,2024-01-08 02:41:40,1,117
2638,2,9445.98,2022-08-22 16:14:38,4,302
2639,2,5952.59,2023-02-15 09:35:16,6,104
2640,2,3819.09,2023-01-28 19:49:05,6,163
2641,1,127.86,2023-07-12 00:39:39,1,210
2642,2,2625.62,2023-05-27 16:45:27,2,713
2643,1,6618.70,2023-01-28 21:11:34,1,919
2644,2,7183.98,2023-06-25 07:22:50,2,721
2645,2,1657.48,2022-11-14 19:25:55,3,891
2646,2,3617.00,2023-08-11 14:39:41,4,368
2647,2,9431.35,2023-03-21 15:45:27,2,631
2648,2,5356.41,2023-08-14 13:51:34,7,216
2649,2,4903.21,2023-08-31 20:30:14,4,597
2650,2,2109.50,2023-06-07 10:07:35,6,748
2651,1,5543.51,2022-11-07 07:43:20,1,381
2652,2,8946.71,2024-01-17 22:10:19,4,285
2653,2,7473.29,2023-02-01 12:30:22,2,803
2654,2,9331.23,2023-03-01 04:50:21,4,101
2655,2,4095.61,2023-01-03 10:30:31,2,785
2656,1,4786.74,2023-08-07 21:59:35,1,843
2657,2,4855.07,2023-09-13 02:36:29,7,221
2658,1,2150.58,2023-08-19 16:53:47,1,784
2659,2,781.56,2023-09-09 14:38:01,2,654
2660,2,307.66,2024-02-04 12:22:05,7,797
2661,2,3114.13,2023-10-30 11:27:41,6,639
2662,2,4064.25,2023-10-01 03:35:09,4,957
2663,2,9863.58,2023-06-23 14:48:38,4,416
2664,2,9858.70,2023-04-20 02:33:42,2,530
2665,2,998.67,2022-11-19 22:03:18,4,891
2666,2,360.65,2023-10-04 10:47:31,3,985
2667,2,9743.67,2023-05-13 04:56:42,2,489
2668,2,8569.86,2023-06-30 13:19:23,2,913
2669,2,4579.35,2023-06-01 18:13:54,7,890
2670,2,4639.86,2023-05-24 01:57:34,5,404
2671,2,5371.19,2023-07-10 03:45:18,4,976
2672,2,6687.83,2023-07-18 12:01:36,2,103
2673,2,8874.60,2022-10-01 21:30:17,3,188
2674,2,8707.03,2023-05-16 14:29:57,4,53
2675,2,8603.23,2023-12-21 07:44:05,4,145
2676,2,8552.96,2023-09-26 21:56:14,2,421
2677,1,5412.00,2023-03-16 19:55:27,1,896
2678,2,5687.32,2023-03-06 22:58:00,8,439
2679,2,9594.70,2024-02-17 19:28:39,5,378
2680,2,8241.13,2023-10-11 22:05:47,4,985
2681,2,3035.97,2023-06-28 00:15:35,3,431
2682,2,5253.86,2023-01-07 18:33:53,7,196
2683,2,5053.06,2022-08-15 19:03:55,4,868
2684,2,1979.91,2023-11-28 19:49:19,4,319
2685,2,8690.56,2023-05-10 00:23:24,2,586
2686,2,7543.65,2023-04-01 00:35:46,7,296
2687,2,3544.35,2023-02-23 18:05:10,5,718
2688,2,4749.73,2022-10-26 07:27:11,3,363
2689,2,8.21,2023-12-27 06:29:08,3,655
2690,2,7022.96,2022-10-05 03:43:23,6,349
2691,2,971.46,2023-01-31 21:16:43,3,41
2692,2,6222.05,2024-01-06 11:10:58,2,882
2693,2,4804.18,2023-06-17 05:59:32,3,228
2694,2,3408.98,2023-04-09 08:35:03,2,492
2695,2,5182.11,2023-04-16 11:12:19,4,273
2696,2,5932.65,2023-08-25 22:00:50,3,342
2697,2,77.88,2023-11-26 20:02:20,4,332
2698,2,2440.23,2023-12-04 18:37:37,3,422
2699,2,9826.83,2022-10-17 08:50:09,3,687
2700,2,7533.16,2024-01-25 04:21:57,4,78
2701,2,9079.04,2023-10-22 00:15:02,4,710
2702,2,1113.63,2022-12-11 09:50:56,2,290
2703,2,1665.39,2023-05-31 19:19:54,5,887
2704,2,6744.36,2023-05-31 08:42:13,3,713
2705,2,2475.01,2023-05-07 17:12:38,4,38
2706,2,3917.31,2023-03-31 16:24:55,2,749
2707,2,8881.29,2023-07-23 05:13:19,7,827
2708,2,9384.21,2022-09-13 14:18:09,2,923
2709,2,5197.13,2023-05-27 03:23:56,3,489
2710,2,1431.72,2022-10-30 07:06:35,2,370
2711,2,327.16,2023-02-22 01:57:53,5,467
2712,2,9836.46,2024-02-18 07:24:44,4,789
2713,2,6072.39,2022-09-01 17:30:11,5,436
2714,2,3067.87,2023-10-17 03:08:46,5,471
2715,2,421.35,2024-02-01 04:17:07,4,956
2716,2,6215.53,2023-11-05 22:42:49,2,960
2717,2,9582.84,2022-11-05 17:52:32,2,652
2718,2,7425.55,2023-04-05 03:41:22,4,872
2719,2,2240.69,2024-01-07 12:16:23,5,719
2720,2,2897.94,2022-12-02 15:30:25,4,933
2721,1,4131.77,2023-01-08 10:20:29,1,618
2722,2,4288.42,2023-10-08 14:46:17,8,115
2723,2,8924.09,2023-05-07 05:28:13,3,968
2724,2,442.19,2023-08-16 18:17:44,7,915
2725,2,8973.18,2023-03-24 05:39:06,2,534
2726,2,5559.64,2023-02-04 11:51:43,4,41
2727,2,6509.56,2024-01-01 11:57:35,4,744
2728,2,2936.76,2023-12-21 20:09:10,2,773
2729,2,9341.60,2023-10-10 05:40:18,2,971
2730,2,4933.88,2023-06-18 00:22:26,4,734
2731,2,5920.89,2022-10-23 23:39:25,5,685
2732,2,1110.16,2024-01-28 04:14:07,5,898
2733,2,8903.54,2023-07-07 16:40:45,3,935
2734,2,7823.05,2022-10-11 23:09:36,3,862
2735,2,1344.61,2023-05-22 06:27:27,4,886
2736,2,3808.60,2023-06-30 09:09:39,4,431
2737,2,6.80,2022-11-23 23:53:36,4,391
2738,2,7801.01,2023-10-01 11:41:28,5,660
2739,2,4441.12,2022-10-27 01:22:05,3,181
2740,2,3058.16,2023-02-10 14:12:45,5,870
2741,2,3017.96,2023-05-29 23:56:29,3,964
2742,2,2345.66,2023-05-03 21:13:22,5,645
2743,2,4429.72,2023-05-13 01:40:03,6,645
2744,2,4563.28,2023-06-22 00:19:01,5,734
2745,1,7111.99,2023-01-05 04:08:58,1,64
2746,2,695.05,2022-10-06 16:04:33,4,164
2747,2,6257.71,2022-12-07 11:40:11,2,297
2748,2,8838.38,2023-01-16 12:31:31,6,75
2749,2,7432.60,2023-11-22 10:54:05,5,974
2750,2,6909.11,2022-12-31 14:54:21,4,820
2751,2,8822.86,2022-11-13 13:51:52,4,619
2752,2,5071.18,2023-04-25 19:10:44,4,446
2753,2,6333.39,2023-05-31 23:16:57,2,817
2754,2,1644.98,2023-05-09 04:15:36,4,366
2755,1,1856.80,2023-04-08 05:24:46,1,781
2756,2,515.49,2023-10-21 13:31:07,4,972
2757,2,6701.37,2023-11-22 12:37:36,4,504
2758,2,2334.20,2022-10-17 12:14:57,3,642
2759,2,1531.40,2022-12-26 16:20:20,4,218
2760,2,5040.83,2022-10-15 20:05:56,2,838
2761,2,3706.29,2023-01-30 10:14:31,7,75
2762,2,5481.03,2022-11-02 00:11:22,4,950
2763,2,1433.71,2022-10-12 09:42:13,7,461
2764,2,268.29,2024-02-01 19:31:32,3,327
2765,2,7804.51,2022-10-02 17:32:58,3,941
2766,1,5275.96,2023-11-02 05:34:55,1,195
2767,2,7624.88,2023-06-14 18:09:02,4,626
2768,2,7930.04,2023-09-11 11:25:52,3,763
2769,2,1410.63,2024-01-31 00:34:02,5,992
2770,2,9486.27,2023-06-28 12:22:36,4,884
2771,2,4217.89,2023-07-25 00:19:09,3,987
2772,2,5254.50,2022-10-17 09:05:49,5,105
2773,2,791.13,2023-07-12 07:34:45,3,528
2774,2,5766.31,2023-11-11 18:19:04,4,910
2775,2,4218.15,2024-02-06 08:15:32,5,590
2776,2,4105.96,2023-02-09 02:06:37,6,178
2777,2,2350.05,2023-09-16 09:04:44,5,597
2778,2,4545.66,2023-11-28 22:32:28,5,319
2779,2,8559.18,2023-07-09 17:06:24,6,237
2780,2,5672.14,2023-08-18 02:10:00,2,21
2781,2,8555.52,2022-09-24 02:10:39,2,95
2782,2,5630.99,2023-08-18 13:01:14,3,832
2783,2,1069.99,2022-10-04 04:17:03,3,945
2784,2,7232.75,2023-05-05 04:31:07,7,628
2785,2,2182.77,2022-10-18 10:05:33,6,105
2786,2,2523.69,2023-01-28 22:34:51,3,438
2787,1,8944.00,2022-08-09 01:21:29,1,371
2788,2,4000.59,2023-11-11 05:29:12,3,566
2789,2,5700.91,2023-11-13 20:15:04,4,566
2790,2,557.34,2023-08-12 05:52:21,2,561
2791,2,8305.76,2023-01-19 21:22:02,5,80
2792,2,118.17,2023-01-29 18:39:45,4,438
2793,2,1154.96,2022-12-06 04:28:22,5,66
2794,2,7155.24,2022-12-08 08:50:06,3,547
2795,2,6303.03,2023-10-10 11:27:17,9,115
2796,2,9739.02,2022-12-25 23:51:28,4,691
2797,2,4241.73,2023-11-11 06:24:09,6,23
2798,2,3392.91,2024-03-21 02:23:32,6,437
2799,2,6927.14,2023-11-19 05:56:24,7,23
2800,2,5859.22,2023-08-19 11:48:54,4,274
2801,2,2347.09,2023-10-06 02:55:40,2,18
2802,2,4905.53,2023-10-17 12:35:45,2,584
2803,2,9276.81,2023-02-24 23:44:10,6,289
2804,2,815.44,2024-02-05 22:54:26,8,797
2805,2,4300.80,2023-03-25 07:22:11,4,757
2806,2,2490.84,2022-11-09 00:16:21,5,331
2807,2,3138.08,2023-06-28 06:20:12,3,32
2808,2,2747.30,2023-05-27 00:59:42,3,622
2809,1,6641.53,2023-06-26 16:14:06,1,156
2810,2,4533.62,2022-12-07 17:55:35,2,138
2811,2,1981.81,2023-07-03 07:45:55,3,89
2812,2,2433.91,2024-01-15 18:22:04,4,630
2813,1,4029.68,2023-01-01 14:42:30,1,83
2814,2,2523.00,2023-09-24 23:30:54,5,434
2815,2,2887.47,2023-12-06 18:37:45,2,999
2816,2,3855.86,2023-06-21 09:50:18,5,626
2817,2,8.22,2023-09-12 21:46:21,5,259
2818,2,8952.85,2023-07-11 14:46:06,2,156
2819,2,291.47,2022-10-09 12:41:52,4,11
2820,2,8164.47,2022-10-29 18:05:34,5,43
2821,2,7433.20,2023-01-28 03:50:28,5,927
2822,2,589.94,2023-04-18 01:52:32,4,905
2823,2,7169.70,2023-05-10 01:13:37,4,848
2824,2,9991.95,2023-08-28 02:15:43,7,680
2825,2,7738.46,2022-08-30 16:30:16,3,798
2826,2,6242.94,2022-10-15 02:51:41,2,134
2827,2,1704.26,2023-01-14 22:34:20,2,300
2828,2,6729.80,2023-01-13 00:19:50,4,113
2829,2,2662.36,2023-07-31 00:01:17,5,535
2830,2,9630.79,2023-04-11 08:09:47,5,872
2831,2,6888.93,2023-07-11 04:32:36,5,431
2832,2,9393.98,2023-03-23 02:24:10,5,13
2833,2,2098.35,2023-08-04 21:26:02,4,669
2834,2,8301.31,2023-10-31 06:46:08,3,310
2835,2,8652.14,2023-11-24 16:10:48,8,23
2836,2,3964.66,2023-05-31 01:57:54,2,725
2837,2,9979.61,2023-12-07 08:51:30,4,85
2838,2,948.41,2023-02-04 11:30:55,4,991
2839,2,2481.72,2023-11-18 18:52:55,2,159
2840,2,6177.29,2023-12-07 10:33:06,3,455
2841,2,2055.66,2023-06-29 23:54:14,3,558
2842,1,5459.37,2022-08-03 14:17:52,1,676
2843,2,307.18,2022-08-31 03:24:42,3,107
2844,2,7768.97,2022-10-10 08:57:17,2,209
2845,2,3819.81,2022-11-18 02:03:00,5,305
2846,1,7099.45,2022-09-28 01:46:54,1,648
2847,2,6396.11,2023-08-18 05:34:32,3,561
2848,2,8899.62,2023-01-21 20:04:14,4,963
2849,2,2030.67,2023-03-11 13:29:39,6,354
2850,2,9141.32,2022-10-28 21:18:27,5,415
2851,2,9552.73,2022-09-17 19:16:55,3,662
2852,2,3474.49,2022-09-20 09:45:08,4,352
2853,2,2376.06,2023-09-05 03:50:27,3,7
2854,2,3666.02,2023-01-11 01:52:37,2,846
2855,2,7864.46,2023-09-07 13:52:41,6,346
2856,2,9451.66,2023-12-18 18:59:55,3,999
2857,1,6056.23,2022-07-28 12:22:23,1,739
2858,2,6976.36,2023-11-27 04:27:17,4,604
2859,2,7775.10,2022-11-01 13:25:47,3,778
2860,2,4958.79,2023-03-02 00:09:39,7,104
2861,2,8197.65,2022-12-13 09:06:37,3,948
2862,2,8033.10,2023-01-19 07:25:18,3,300
2863,2,5648.89,2022-10-08 05:14:14,4,168
2864,2,8505.81,2023-10-24 00:07:47,3,205
2865,2,2736.88,2024-01-18 00:44:17,5,630
2866,2,682.87,2024-01-10 21:12:29,4,655
2867,2,556.65,2023-08-07 18:32:09,8,827
2868,2,4781.37,2022-10-30 09:04:53,4,865
2869,2,9303.35,2023-10-29 20:03:57,4,659
2870,2,918.21,2022-08-08 16:35:27,3,172
2871,2,315.42,2023-09-09 18:06:32,5,333
2872,2,1310.79,2023-05-11 01:24:45,4,257
2873,2,9998.08,2022-10-06 17:44:11,2,223
2874,1,4660.71,2022-08-21 16:46:36,1,541
2875,2,9483.78,2023-05-05 07:55:11,6,918
2876,2,9047.13,2024-01-07 02:13:03,4,227
2877,2,2810.18,2022-08-18 06:29:21,2,26
2878,2,3415.30,2023-08-31 13:56:36,5,595
2879,2,9916.24,2023-10-14 23:50:30,3,2
2880,2,7896.74,2023-05-23 14:13:06,5,366
2881,2,427.06,2023-12-11 09:00:07,6,549
2882,2,2261.04,2023-10-25 01:03:29,5,419
2883,2,8309.60,2023-05-27 23:21:29,4,940
2884,1,4225.94,2023-09-21 06:50:38,1,301
2885,2,9818.89,2023-03-20 17:41:26,8,199
2886,1,7128.64,2023-12-16 14:44:10,1,337
2887,2,8795.78,2024-02-20 05:21:52,6,378
2888,2,225.93,2023-09-06 05:14:05,3,112
2889,2,5181.99,2023-08-15 00:19:06,6,535
2890,2,9859.64,2023-05-27 15:22:53,6,404
2891,2,5845.81,2023-09-26 23:48:11,4,335
2892,2,3889.03,2022-09-16 22:08:12,8,153
2893,1,1786.69,2023-11-30 10:52:16,1,350
2894,2,91.78,2023-09-21 03:40:44,3,60
2895,2,2372.57,2022-10-10 17:04:05,4,188
2896,2,1110.55,2023-05-26 16:36:43,5,257
2897,2,8879.58,2023-03-21 03:45:38,7,840
2898,2,7076.14,2022-12-15 17:15:20,2,187
2899,2,6918.85,2023-05-26 11:53:48,3,753
2900,2,2451.23,2022-11-17 23:07:19,5,686
2901,1,4473.21,2023-05-01 16:09:11,1,293
2902,2,5580.33,2023-05-01 14:49:02,4,266
2903,2,3491.88,2023-03-02 01:02:38,3,400
2904,2,413.65,2023-06-08 00:21:21,2,799
2905,2,7720.89,2022-12-29 08:27:23,5,852
2906,2,8139.69,2024-01-18 03:25:13,3,833
2907,2,7159.12,2023-03-02 08:58:03,6,63
2908,2,7076.38,2023-06-15 23:45:30,3,151
2909,2,4762.21,2023-04-02 14:47:01,2,418
2910,2,4329.13,2023-01-07 07:08:00,3,169
2911,2,9871.34,2023-06-23 14:44:53,4,326
2912,2,5222.24,2023-11-12 04:11:26,3,821
2913,2,9729.38,2024-01-11 23:55:14,3,380
2914,2,6270.83,2022-10-27 21:06:49,4,329
2915,1,4917.60,2022-08-09 12:17:57,1,279
2916,2,9516.93,2023-06-05 07:06:57,2,245
2917,2,9172.79,2022-11-06 00:21:53,3,111
2918,2,3784.95,2022-09-16 17:41:46,2,736
2919,2,9476.37,2022-08-31 23:12:46,3,716
2920,2,9630.78,2024-01-01 06:00:52,4,430
2921,2,1357.90,2022-09-17 04:18:57,3,978
2922,2,4075.10,2023-02-28 23:08:58,2,488
2923,2,2367.90,2022-09-16 14:30:37,4,254
2924,2,9288.62,2022-12-18 12:21:51,3,339
2925,2,8661.18,2023-07-13 03:20:12,3,959
2926,2,1463.85,2023-05-02 20:19:51,6,702
2927,2,7225.34,2023-02-18 08:52:33,2,398
2928,2,6962.44,2023-06-27 16:38:45,2,225
2929,2,5343.37,2023-02-14 19:03:43,5,243
2930,2,3863.43,2023-04-09 08:33:35,5,465
2931,2,6629.51,2023-10-18 16:32:54,2,449
2932,2,7027.70,2023-10-19 04:32:45,3,584
2933,2,7488.03,2022-12-18 02:27:18,4,135
2934,2,4312.58,2023-10-20 05:08:01,3,18
2935,2,2070.70,2023-06-25 23:40:10,3,141
2936,2,8258.56,2023-05-31 14:57:00,7,404
2937,2,4950.88,2022-08-16 06:00:10,4,472
2938,2,5216.88,2022-09-20 22:00:42,2,466
2939,2,9716.91,2023-12-08 04:42:05,4,661
2940,2,5157.27,2023-08-23 05:33:51,7,367
2941,2,5724.02,2022-11-08 21:47:36,5,329
2942,2,3824.91,2024-01-19 21:43:59,4,833
2943,2,1830.18,2023-04-02 03:50:46,4,511
2944,2,3931.29,2023-03-04 00:22:38,2,675
2945,2,4457.01,2023-01-30 19:42:02,5,879
2946,2,2820.45,2023-01-22 17:14:38,4,300
2947,2,8344.88,2023-10-13 05:55:53,5,957
2948,2,9473.50,2022-08-26 20:00:29,4,240
2949,2,1306.80,2022-12-24 15:30:04,4,948
2950,2,1149.07,2023-10-29 12:21:34,3,587
2951,2,1009.10,2023-07-09 10:50:06,4,558
2952,2,1036.70,2022-10-20 05:42:42,4,836
2953,2,166.67,2023-07-15 01:17:44,6,494
2954,2,9139.69,2023-09-06 14:58:40,5,236
2955,2,5675.77,2023-05-16 16:14:20,8,118
2956,2,5202.76,2023-12-30 19:44:27,4,509
2957,2,3115.52,2023-10-28 04:12:06,3,449
2958,2,3483.42,2024-03-04 16:33:37,5,789
2959,2,9792.63,2023-03-07 02:42:38,6,467
2960,2,5910.74,2022-10-04 22:10:38,5,352
2961,2,514.85,2023-08-05 05:16:20,6,699
2962,2,5362.91,2023-01-31 08:58:43,5,438
2963,2,7767.41,2023-12-30 11:34:58,2,337
2964,2,9202.30,2023-04-07 07:34:24,5,565
2965,2,639.42,2023-06-07 11:17:27,6,887
2966,2,529.15,2023-05-11 15:33:41,4,166
2967,2,3605.31,2023-01-02 06:49:54,5,820
2968,2,4386.69,2023-07-26 13:01:21,3,156
2969,1,2622.43,2023-05-19 12:11:46,1,515
2970,2,580.92,2023-12-25 04:19:14,3,90
2971,2,2513.67,2023-08-08 12:52:49,9,827
2972,2,7937.22,2023-08-11 01:18:37,5,553
2973,2,4114.03,2023-06-26 12:56:37,3,721
2974,2,5839.11,2023-07-26 05:08:03,4,987
2975,2,6339.19,2023-04-24 01:11:11,6,465
2976,2,8236.43,2023-09-27 08:12:47,4,429
2977,2,5680.47,2023-12-09 15:11:39,3,79
2978,2,2963.77,2023-01-11 23:18:47,5,677
2979,2,8859.56,2023-08-10 14:04:51,7,889
2980,2,4143.84,2023-08-22 20:20:34,10,827
2981,2,9671.22,2023-03-29 04:41:30,4,667
2982,1,6296.30,2023-09-24 05:50:12,1,796
2983,2,4145.18,2024-02-08 06:29:21,6,493
2984,2,3307.82,2023-12-07 10:59:27,5,407
2985,2,5483.65,2023-11-18 19:20:45,3,960
2986,2,6310.28,2023-12-16 00:33:46,4,79
2987,1,9787.57,2022-12-24 17:20:49,1,921
2988,2,8950.82,2023-02-08 11:16:19,3,499
2989,2,1098.74,2023-07-23 20:30:13,3,557
2990,2,1452.44,2022-12-14 11:05:00,4,585
2991,2,3398.29,2024-01-09 21:16:38,4,255
2992,2,3922.23,2022-12-09 02:50:27,4,929
2993,2,8376.10,2022-09-16 20:53:17,5,390
2994,2,1251.55,2023-08-17 05:02:49,8,915
2995,2,1782.38,2023-07-13 16:32:55,3,225
2996,2,9122.32,2023-12-12 19:56:21,2,858
2997,2,1514.55,2023-05-25 23:34:59,6,366
2998,2,879.39,2023-11-17 20:19:24,4,59
2999,2,1310.10,2023-02-08 07:40:40,3,234
3000,2,6168.40,2023-10-07 05:44:27,4,815
3001,2,6154.66,2023-07-31 22:26:49,3,830
3002,2,3128.92,2023-08-17 16:45:06,6,553
3003,2,5435.49,2023-10-04 12:17:01,4,267
3004,2,3567.72,2023-08-13 04:25:27,2,673
3005,2,6735.75,2022-10-26 07:09:23,4,687
3006,2,5928.63,2022-11-12 01:30:00,4,899
3007,2,9847.24,2023-11-25 17:24:53,4,731
3008,2,2185.38,2023-09-22 07:05:20,2,301
3009,2,9535.59,2023-01-27 15:02:07,5,113
3010,2,1526.90,2023-12-20 21:01:05,7,477
3011,2,3408.49,2023-03-03 19:33:26,5,521
3012,2,6793.89,2023-06-01 01:45:13,4,622
3013,2,4454.24,2023-10-24 11:01:29,3,291
3014,2,5745.63,2023-05-30 02:13:51,2,646
3015,2,7841.15,2023-07-06 16:52:29,3,990
3016,2,3271.78,2022-11-06 10:53:54,5,687
3017,2,2739.22,2022-12-15 03:50:58,2,871
3018,2,5748.09,2023-05-12 00:12:33,2,454
3019,2,3627.37,2022-11-01 05:18:32,6,415
3020,2,4610.95,2023-12-08 04:51:41,3,463
3021,2,4696.40,2024-02-22 09:00:10,6,444
3022,2,5420.89,2022-08-31 20:22:23,2,614
3023,2,6613.90,2023-06-24 20:00:33,4,601
3024,2,324.63,2022-12-29 19:53:56,5,135
3025,2,49.98,2022-10-12 08:19:02,3,640
3026,2,7802.55,2023-06-12 07:27:02,7,690
3027,2,7089.42,2022-11-12 16:17:11,4,111
3028,2,4662.49,2023-03-09 02:45:00,9,439
3029,2,5572.89,2023-06-17 21:53:20,4,508
3030,2,7862.91,2022-09-29 16:41:34,3,782
3031,2,9594.08,2023-02-07 15:34:11,4,325
3032,2,9809.96,2023-08-28 15:50:27,5,27
3033,2,155.73,2024-01-20 15:19:58,2,264
3034,2,3965.93,2024-02-22 21:58:36,7,389
3035,2,5336.27,2022-08-21 13:09:17,2,279
3036,2,7103.42,2022-11-18 06:31:57,5,619
3037,2,4037.71,2023-04-24 14:42:15,7,131
3038,2,2806.99,2023-04-11 03:27:09,2,781
3039,2,6102.96,2023-11-19 08:18:24,4,821
3040,2,1524.09,2023-04-12 07:09:14,5,510
3041,2,2706.37,2023-05-15 06:48:29,6,247
3042,2,9914.67,2023-11-05 19:21:22,7,639
3043,2,1718.81,2022-10-13 11:10:39,4,945
